"IDComprobante","Pago","Concepto","IDTarjeta","Importe","AlicuotaPercepMun","IdComprobanteVale","IdMedioDePago","TarjCupon","TarjNumero","TarjEstado","IDCheque","idTransferencia"
133657,1,"EFECTIVO",,48.63,0,0,1,"","","",,
133658,1,"EFECTIVO",,0,0,0,1,"","","",,
133659,1,"EFECTIVO",,0,0,0,1,"","","",,
133662,1,"EFECTIVO",,293.9,0,0,1,"","","",,
133663,1,"EFECTIVO",,293.9,0,0,1,"","","",,
133664,1,"EFECTIVO",,287,0,0,1,"","","",,
133665,1,"EFECTIVO",,81.45,0,0,1,"","","",,
133666,1,"EFECTIVO",,600,0,0,1,"","","",,
133667,1,"EFECTIVO",,81.45,0,0,1,"","","",,
133668,1,"EFECTIVO",,45.5,0,0,1,"","","",,
133669,1,"EFECTIVO",,129.65,0,0,1,"","","",,
133670,1,"EFECTIVO",,45.5,0,0,1,"","","",,
133671,1,"EFECTIVO",,129.65,0,0,1,"","","",,
133672,1,"EFECTIVO",,74.2,0,0,1,"","","",,
133673,1,"EFECTIVO",,75.11,0,0,1,"","","",,
133674,1,"EFECTIVO",,47.48,0,0,1,"","","",,
133675,1,"EFECTIVO",,201.81,0,0,1,"","","",,
133676,1,"EFECTIVO",,201.81,0,0,1,"","","",,
133677,1,"EFECTIVO",,71.25,0,0,1,"","","",,
133678,1,"EFECTIVO",,75.11,0,0,1,"","","",,
133679,1,"EFECTIVO",,74.2,0,0,1,"","","",,
133680,1,"EFECTIVO",,47.48,0,0,1,"","","",,
133681,1,"EFECTIVO",,71.25,0,0,1,"","","",,
133682,1,"EFECTIVO",,67.97,0,0,1,"","","",,
133683,1,"EFECTIVO",,67.97,0,0,1,"","","",,
133684,1,"EFECTIVO",,50.19,0,0,1,"","","",,
133685,1,"EFECTIVO",,50.19,0,0,1,"","","",,
133686,1,"EFECTIVO",,32.05,0,0,1,"","","",,
133687,1,"EFECTIVO",,32.05,0,0,1,"","","",,
133688,1,"EFECTIVO",,70.12,0,0,1,"","","",,
133689,1,"EFECTIVO",,0,0,0,1,"","","",,
133690,1,"EFECTIVO",,70.12,0,0,1,"","","",,
133691,1,"EFECTIVO",,0,0,0,1,"","","",,
133692,1,"EFECTIVO",,0,0,0,1,"","","",,
133693,1,"EFECTIVO",,0,0,0,1,"","","",,
133694,1,"EFECTIVO",,19.32,0,0,1,"","","",,
133695,1,"EFECTIVO",,19.32,0,0,1,"","","",,
133699,1,"EFECTIVO",,116,0,0,1,"","","",,
133700,1,"EFECTIVO",,116,0,0,1,"","","",,
133703,1,"EFECTIVO",,76,0,0,1,"","","",,
133704,1,"EFECTIVO",,76,0,0,1,"","","",,
133707,1,"EFECTIVO",,176.12,0,0,1,"","","",,
133708,1,"EFECTIVO",,19.16,0,0,1,"","","",,
133709,1,"EFECTIVO",,176.12,0,0,1,"","","",,
133710,1,"EFECTIVO",,19.16,0,0,1,"","","",,
133711,1,"EFECTIVO",,190.7,0,0,1,"","","",,
133712,1,"EFECTIVO",,190.7,0,0,1,"","","",,
133713,1,"EFECTIVO",,181.63,0,0,1,"","","",,
133714,1,"EFECTIVO",,8,0,0,1,"","","",,
133715,1,"EFECTIVO",,181.63,0,0,1,"","","",,
133716,1,"EFECTIVO",,8,0,0,1,"","","",,
133717,1,"EFECTIVO",,35.49,0,0,1,"","","",,
133718,1,"EFECTIVO",,35.49,0,0,1,"","","",,
133719,1,"EFECTIVO",,35,0,0,1,"","","",,
133720,1,"EFECTIVO",,35,0,0,1,"","","",,
133721,1,"EFECTIVO",,82.74,0,0,1,"","","",,
133722,1,"EFECTIVO",,0,0,0,1,"","","",,
133723,1,"EFECTIVO",,82.74,0,0,1,"","","",,
133723,2,"EFECTIVO",,82.74,0,0,1,"","","",,
133724,1,"EFECTIVO",,0,0,0,1,"","","",,
133725,1,"EFECTIVO",,0,0,0,1,"","","",,
133726,1,"EFECTIVO",,0,0,0,1,"","","",,
133727,1,"EFECTIVO",,77.9,0,0,1,"","","",,
133730,1,"EFECTIVO",,78.25,0,0,1,"","","",,
133731,1,"EFECTIVO",,78.25,0,0,1,"","","",,
133732,1,"EFECTIVO",,66.15,0,0,1,"","","",,
133733,1,"EFECTIVO",,66.15,0,0,1,"","","",,
133734,1,"EFECTIVO",,0,0,0,1,"","","",,
133735,1,"EFECTIVO",,0,0,0,1,"","","",,
133736,1,"EFECTIVO",,0,0,0,1,"","","",,
133737,1,"EFECTIVO",,0,0,0,1,"","","",,
133742,1,"EFECTIVO",,82.33,0,0,1,"","","",,
133743,1,"EFECTIVO",,82.33,0,0,1,"","","",,
133744,1,"EFECTIVO",,111.63,0,0,1,"","","",,
133745,1,"EFECTIVO",,111.63,0,0,1,"","","",,
133748,1,"EFECTIVO",,98.52,0,0,1,"","","",,
133749,1,"EFECTIVO",,98.52,0,0,1,"","","",,
133750,1,"EFECTIVO",,26.16,0,0,1,"","","",,
133751,1,"EFECTIVO",,105.01,0,0,1,"","","",,
133753,1,"EFECTIVO",,26.16,0,0,1,"","","",,
133755,1,"EFECTIVO",,105.01,0,0,1,"","","",,
133756,1,"EFECTIVO",,134.14,0,0,1,"","","",,
133757,1,"EFECTIVO",,134.14,0,0,1,"","","",,
133758,1,"EFECTIVO",,0,0,0,1,"","","",,
133759,1,"EFECTIVO",,0,0,0,1,"","","",,
133760,1,"EFECTIVO",,304.13,0,0,1,"","","",,
133761,1,"EFECTIVO",,304.13,0,0,1,"","","",,
133762,1,"EFECTIVO",,166.81,0,0,1,"","","",,
133763,1,"EFECTIVO",,166.81,0,0,1,"","","",,
133764,1,"EFECTIVO",,132.32,0,0,1,"","","",,
133765,1,"EFECTIVO",,132.32,0,0,1,"","","",,
133770,1,"EFECTIVO",,13.08,0,0,1,"","","",,
133771,1,"EFECTIVO",,13.08,0,0,1,"","","",,
133772,1,"EFECTIVO",,58.36,0,0,1,"","","",,
133773,1,"EFECTIVO",,179.71,0,0,1,"","","",,
133774,1,"EFECTIVO",,10,0,0,1,"","","",,
133775,1,"EFECTIVO",,58.36,0,0,1,"","","",,
133776,1,"EFECTIVO",,179.71,0,0,1,"","","",,
133781,1,"EFECTIVO",,248.4,0,0,1,"","","",,
133782,1,"EFECTIVO",,248.4,0,0,1,"","","",,
133783,1,"EFECTIVO",,200,0,0,1,"","","",,
133784,1,"EFECTIVO",,200,0,0,1,"","","",,
133785,1,"EFECTIVO",,10,0,0,1,"","","",,
133786,1,"EFECTIVO",,58,0,0,1,"","","",,
133788,1,"EFECTIVO",,58,0,0,1,"","","",,
133789,1,"EFECTIVO",,49.5,0,0,1,"","","",,
133790,1,"EFECTIVO",,49.5,0,0,1,"","","",,
133803,1,"EFECTIVO",,167.12,0,0,1,"","","",,
133807,1,"EFECTIVO",,196.89,0,0,1,"","","",,
133808,1,"EFECTIVO",,50.36,0,0,1,"","","",,
133813,1,"EFECTIVO",,167.12,0,0,1,"","","",,
133814,1,"EFECTIVO",,18,0,0,1,"","","",,
133815,1,"EFECTIVO",,20,0,0,1,"","","",,
133816,1,"EFECTIVO",,196.89,0,0,1,"","","",,
133817,1,"EFECTIVO",,50.36,0,0,1,"","","",,
133818,1,"EFECTIVO",,18,0,0,1,"","","",,
133819,1,"EFECTIVO",,20,0,0,1,"","","",,
133821,1,"EFECTIVO",,713.96,0,0,1,"","","",,
133823,1,"EFECTIVO",,713.96,0,0,1,"","","",,
133826,1,"EFECTIVO",,89.13,0,0,1,"","","",,
133828,1,"EFECTIVO",,145.25,0,0,1,"","","",,
133829,1,"EFECTIVO",,145.25,0,0,1,"","","",,
133832,1,"EFECTIVO",,277.65,0,0,1,"","","",,
133833,1,"EFECTIVO",,13.75,0,0,1,"","","",,
133834,1,"EFECTIVO",,277.65,0,0,1,"","","",,
133835,1,"EFECTIVO",,13.75,0,0,1,"","","",,
133838,1,"EFECTIVO",,284.52,0,0,1,"","","",,
133839,1,"EFECTIVO",,121.2,0,0,1,"","","",,
133840,1,"EFECTIVO",,34.51,0,0,1,"","","",,
133841,1,"EFECTIVO",,284.52,0,0,1,"","","",,
133842,1,"EFECTIVO",,121.2,0,0,1,"","","",,
133843,1,"EFECTIVO",,34.51,0,0,1,"","","",,
133844,1,"EFECTIVO",,121.46,0,0,1,"","","",,
133845,1,"EFECTIVO",,121.46,0,0,1,"","","",,
133846,1,"EFECTIVO",,315.38,0,0,1,"","","",,
133847,1,"EFECTIVO",,124.71,0,0,1,"","","",,
133848,1,"EFECTIVO",,20,0,0,1,"","","",,
133849,1,"EFECTIVO",,20,0,0,1,"","","",,
133850,1,"EFECTIVO",,315.38,0,0,1,"","","",,
133851,1,"EFECTIVO",,124.71,0,0,1,"","","",,
133852,1,"EFECTIVO",,28.9,0,0,1,"","","",,
133853,1,"EFECTIVO",,28.9,0,0,1,"","","",,
133856,1,"EFECTIVO",,63.76,0,0,1,"","","",,
133857,1,"EFECTIVO",,662.76,0,0,1,"","","",,
133858,1,"EFECTIVO",,63.76,0,0,1,"","","",,
133859,1,"EFECTIVO",,92.11,0,0,1,"","","",,
133860,1,"EFECTIVO",,92.11,0,0,1,"","","",,
133861,1,"EFECTIVO",,662.76,0,0,1,"","","",,
133862,1,"EFECTIVO",,21.6,0,0,1,"","","",,
133863,1,"EFECTIVO",,49.01,0,0,1,"","","",,
133864,1,"EFECTIVO",,0,0,0,1,"","","",,
133865,1,"EFECTIVO",,21.6,0,0,1,"","","",,
133866,1,"EFECTIVO",,49.01,0,0,1,"","","",,
133867,1,"EFECTIVO",,0,0,0,1,"","","",,
133868,1,"EFECTIVO",,72.01,0,0,1,"","","",,
133869,1,"EFECTIVO",,72.01,0,0,1,"","","",,
133875,1,"EFECTIVO",,83.53,0,0,1,"","","",,
133877,1,"EFECTIVO",,83.53,0,0,1,"","","",,
133878,1,"EFECTIVO",,24.25,0,0,1,"","","",,
133879,1,"EFECTIVO",,24.25,0,0,1,"","","",,
133880,1,"EFECTIVO",,82,0,0,1,"","","",,
133881,1,"EFECTIVO",,0,0,0,1,"","","",,
133882,1,"EFECTIVO",,0,0,0,1,"","","",,
133883,1,"EFECTIVO",,82,0,0,1,"","","",,
133884,1,"EFECTIVO",,0,0,0,1,"","","",,
133885,1,"EFECTIVO",,0,0,0,1,"","","",,
133886,1,"EFECTIVO",,239.62,0,0,1,"","","",,
133887,1,"EFECTIVO",,28,0,0,1,"","","",,
133888,1,"EFECTIVO",,239.62,0,0,1,"","","",,
133889,1,"EFECTIVO",,28,0,0,1,"","","",,
133906,1,"EFECTIVO",,70.4,0,0,1,"","","",,
133907,1,"EFECTIVO",,70.4,0,0,1,"","","",,
133909,1,"EFECTIVO",,19.07,0,0,1,"","","",,
133911,1,"EFECTIVO",,8.08,0,0,1,"","","",,
133912,1,"EFECTIVO",,19.07,0,0,1,"","","",,
133913,1,"EFECTIVO",,8.08,0,0,1,"","","",,
133916,1,"EFECTIVO",,109.77,0,0,1,"","","",,
133917,1,"EFECTIVO",,109.77,0,0,1,"","","",,
133918,1,"EFECTIVO",,194.02,0,0,1,"","","",,
133919,1,"EFECTIVO",,194.02,0,0,1,"","","",,
133932,1,"EFECTIVO",,0,0,0,1,"","","",,
133933,1,"EFECTIVO",,33.41,0,0,1,"","","",,
133934,1,"EFECTIVO",,0,0,0,1,"","","",,
133935,1,"EFECTIVO",,70.57,0,0,1,"","","",,
133936,1,"EFECTIVO",,33.41,0,0,1,"","","",,
133937,1,"EFECTIVO",,36.83,0,0,1,"","","",,
133938,1,"EFECTIVO",,36.83,0,0,1,"","","",,
133939,1,"EFECTIVO",,70.57,0,0,1,"","","",,
133940,1,"EFECTIVO",,104.48,0,0,1,"","","",,
133941,1,"EFECTIVO",,104.48,0,0,1,"","","",,
133948,1,"EFECTIVO",,129.03,0,0,1,"","","",,
133949,1,"EFECTIVO",,129.03,0,0,1,"","","",,
133955,1,"EFECTIVO",,150.77,0,0,1,"","","",,
133956,1,"EFECTIVO",,150.77,0,0,1,"","","",,
133961,1,"EFECTIVO",,200,0,0,1,"","","",,
133964,1,"EFECTIVO",,19.5,0,0,1,"","","",,
133965,1,"EFECTIVO",,57.36,0,0,1,"","","",,
133966,1,"EFECTIVO",,57.36,0,0,1,"","","",,
133967,1,"EFECTIVO",,104.15,0,0,1,"","","",,
133968,1,"EFECTIVO",,31.19,0,0,1,"","","",,
133969,1,"EFECTIVO",,104.15,0,0,1,"","","",,
133970,1,"EFECTIVO",,19.5,0,0,1,"","","",,
133971,1,"EFECTIVO",,123.1,0,0,1,"","","",,
133972,1,"EFECTIVO",,123.1,0,0,1,"","","",,
133975,1,"EFECTIVO",,68.11,0,0,1,"","","",,
133977,1,"EFECTIVO",,68.11,0,0,1,"","","",,
133978,1,"EFECTIVO",,124.86,0,0,1,"","","",,
133979,1,"EFECTIVO",,124.86,0,0,1,"","","",,
133982,1,"EFECTIVO",,322.78,0,0,1,"","","",,
133984,1,"EFECTIVO",,322.78,0,0,1,"","","",,
133987,1,"EFECTIVO",,93.86,0,0,1,"","","",,
133988,1,"EFECTIVO",,93.86,0,0,1,"","","",,
133990,1,"EFECTIVO",,79.19,0,0,1,"","","",,
133991,1,"EFECTIVO",,176.4,0,0,1,"","","",,
133993,1,"EFECTIVO",,176.4,0,0,1,"","","",,
133995,1,"EFECTIVO",,21.92,0,0,1,"","","",,
133996,1,"EFECTIVO",,21.92,0,0,1,"","","",,
133997,1,"EFECTIVO",,65.09,0,0,1,"","","",,
133998,1,"EFECTIVO",,65.09,0,0,1,"","","",,
133999,1,"EFECTIVO",,0,0,0,1,"","","",,
134000,1,"EFECTIVO",,19.6,0,0,1,"","","",,
134001,1,"EFECTIVO",,0,0,0,1,"","","",,
134002,1,"EFECTIVO",,19.6,0,0,1,"","","",,
134003,1,"EFECTIVO",,68.34,0,0,1,"","","",,
134004,1,"EFECTIVO",,68.34,0,0,1,"","","",,
134005,1,"EFECTIVO",,0,0,0,1,"","","",,
134006,1,"EFECTIVO",,0,0,0,1,"","","",,
134007,1,"EFECTIVO",,169.5,0,0,1,"","","",,
134008,1,"EFECTIVO",,0,0,0,1,"","","",,
134010,1,"EFECTIVO",,0,0,0,1,"","","",,
134011,1,"EFECTIVO",,169.5,0,0,1,"","","",,
134014,1,"EFECTIVO",,0,0,0,1,"","","",,
134017,1,"EFECTIVO",,653.31,0,0,1,"","","",,
134021,1,"EFECTIVO",,653.31,0,0,1,"","","",,
134024,1,"EFECTIVO",,0,0,0,1,"","","",,
134027,1,"EFECTIVO",,130.63,0,0,1,"","","",,
134028,1,"EFECTIVO",,130.63,0,0,1,"","","",,
134029,1,"EFECTIVO",,282.51,0,0,1,"","","",,
134032,1,"EFECTIVO",,116.26,0,0,1,"","","",,
134033,1,"EFECTIVO",,282.51,0,0,1,"","","",,
134034,1,"EFECTIVO",,116.26,0,0,1,"","","",,
134037,1,"EFECTIVO",,0,0,0,1,"","","",,
134038,1,"EFECTIVO",,59.64,0,0,1,"","","",,
134039,1,"EFECTIVO",,63.68,0,0,1,"","","",,
134040,1,"EFECTIVO",,0,0,0,1,"","","",,
134041,1,"EFECTIVO",,0,0,0,1,"","","",,
134043,1,"EFECTIVO",,150,0,0,1,"","","",,
134045,1,"EFECTIVO",,59.64,0,0,1,"","","",,
134046,1,"EFECTIVO",,63.68,0,0,1,"","","",,
134048,1,"EFECTIVO",,0,0,0,1,"","","",,
134058,1,"EFECTIVO",,96.74,0,0,1,"","","",,
134060,1,"EFECTIVO",,127.02,0,0,1,"","","",,
134061,1,"EFECTIVO",,96.74,0,0,1,"","","",,
134062,1,"EFECTIVO",,127.02,0,0,1,"","","",,
134063,1,"EFECTIVO",,79.32,0,0,1,"","","",,
134064,1,"EFECTIVO",,79.32,0,0,1,"","","",,
134065,1,"EFECTIVO",,166.83,0,0,1,"","","",,
134066,1,"EFECTIVO",,166.83,0,0,1,"","","",,
134069,1,"EFECTIVO",,44.19,0,0,1,"","","",,
134070,1,"EFECTIVO",,44.19,0,0,1,"","","",,
134071,1,"EFECTIVO",,593.61,0,0,1,"","","",,
134072,1,"EFECTIVO",,33.65,0,0,1,"","","",,
134073,1,"EFECTIVO",,593.61,0,0,1,"","","",,
134074,1,"EFECTIVO",,33.65,0,0,1,"","","",,
134080,1,"EFECTIVO",,63.93,0,,1,"","","",,
134084,1,"EFECTIVO",,73.26,0,0,1,"","","",,
134085,1,"EFECTIVO",,127.01,0,0,1,"","","",,
134086,1,"EFECTIVO",,127.01,0,0,1,"","","",,
134087,1,"EFECTIVO",,73.26,0,0,1,"","","",,
134088,1,"EFECTIVO",,118.98,0,0,1,"","","",,
134089,1,"EFECTIVO",,118.98,0,0,1,"","","",,
134090,1,"EFECTIVO",,237.19,0,0,1,"","","",,
134091,1,"EFECTIVO",,237.19,0,0,1,"","","",,
134096,1,"EFECTIVO",,115.99,0,0,1,"","","",,
134097,1,"EFECTIVO",,115.99,0,0,1,"","","",,
134102,1,"EFECTIVO",,13.64,0,0,1,"","","",,
134103,1,"EFECTIVO",,13.64,0,0,1,"","","",,
134108,1,"EFECTIVO",,0,0,0,1,"","","",,
134109,1,"EFECTIVO",,38.32,0,0,1,"","","",,
134110,1,"EFECTIVO",,38.32,0,0,1,"","","",,
134111,1,"EFECTIVO",,0,0,0,1,"","","",,
134112,1,"EFECTIVO",,66.45,0,0,1,"","","",,
134113,1,"EFECTIVO",,66.45,0,0,1,"","","",,
134114,1,"EFECTIVO",,75,0,0,1,"","","",,
134115,1,"EFECTIVO",,75,0,0,1,"","","",,
134116,1,"EFECTIVO",,146.08,0,0,1,"","","",,
134117,1,"EFECTIVO",,146.08,0,0,1,"","","",,
134122,1,"EFECTIVO",,24.71,0,0,1,"","","",,
134123,1,"EFECTIVO",,24.71,0,0,1,"","","",,
134124,1,"EFECTIVO",,26.58,0,0,1,"","","",,
134125,1,"EFECTIVO",,26.58,0,0,1,"","","",,
134128,1,"EFECTIVO",,130.69,0,0,1,"","","",,
134129,1,"EFECTIVO",,207.03,0,0,1,"","","",,
134130,1,"EFECTIVO",,130.69,0,0,1,"","","",,
134131,1,"EFECTIVO",,207.03,0,0,1,"","","",,
134134,1,"EFECTIVO",,36.09,0,0,1,"","","",,
134135,1,"EFECTIVO",,36.09,0,0,1,"","","",,
134137,1,"EFECTIVO",,107.27,0,0,1,"","","",,
134138,1,"EFECTIVO",,120.21,0,0,1,"","","",,
134139,1,"EFECTIVO",,61,0,0,1,"","","",,
134140,1,"EFECTIVO",,102.21,0,0,1,"","","",,
134141,1,"EFECTIVO",,55.12,0,0,1,"","","",,
134143,1,"EFECTIVO",,107.27,0,0,1,"","","",,
134144,1,"EFECTIVO",,120.21,0,0,1,"","","",,
134145,1,"EFECTIVO",,61,0,0,1,"","","",,
134146,1,"EFECTIVO",,55.12,0,0,1,"","","",,
134148,1,"EFECTIVO",,32.07,0,0,1,"","","",,
134150,1,"EFECTIVO",,32.07,0,0,1,"","","",,
134151,1,"EFECTIVO",,51.67,0,0,1,"","","",,
134152,1,"EFECTIVO",,57.33,0,0,1,"","","",,
134153,1,"EFECTIVO",,51.67,0,0,1,"","","",,
134154,1,"EFECTIVO",,57.33,0,0,1,"","","",,
134169,1,"EFECTIVO",,85.65,0,0,1,"","","",,
134170,1,"EFECTIVO",,85.65,0,0,1,"","","",,
134171,1,"EFECTIVO",,49.82,0,0,1,"","","",,
134172,1,"EFECTIVO",,49.82,0,0,1,"","","",,
134174,1,"EFECTIVO",,86.18,0,0,1,"","","",,
134175,1,"EFECTIVO",,96,0,0,1,"","","",,
134176,1,"EFECTIVO",,89.64,0,0,1,"","","",,
134179,1,"EFECTIVO",,86.18,0,0,1,"","","",,
134181,1,"EFECTIVO",,96,0,0,1,"","","",,
134182,1,"EFECTIVO",,89.64,0,0,1,"","","",,
134183,1,"EFECTIVO",,85.97,0,0,1,"","","",,
134184,1,"EFECTIVO",,85.97,0,0,1,"","","",,
134185,1,"EFECTIVO",,96.11,0,0,1,"","","",,
134186,1,"EFECTIVO",,96.11,0,0,1,"","","",,
134187,1,"EFECTIVO",,94.9,0,0,1,"","","",,
134188,1,"EFECTIVO",,94.9,0,0,1,"","","",,
134191,1,"EFECTIVO",,85.05,0,0,1,"","","",,
134192,1,"EFECTIVO",,85.05,0,0,1,"","","",,
134193,1,"EFECTIVO",,72.45,0,0,1,"","","",,
134194,1,"EFECTIVO",,72.45,0,0,1,"","","",,
134197,1,"EFECTIVO",,184.2,0,0,1,"","","",,
134198,1,"EFECTIVO",,184.2,0,0,1,"","","",,
134199,1,"EFECTIVO",,109.2,0,0,1,"","","",,
134200,1,"EFECTIVO",,109.2,0,0,1,"","","",,
134203,1,"EFECTIVO",,242.85,0,0,1,"","","",,
134204,1,"EFECTIVO",,242.85,0,0,1,"","","",,
134205,1,"EFECTIVO",,120.71,0,0,1,"","","",,
134206,1,"EFECTIVO",,30.76,0,0,1,"","","",,
134207,1,"EFECTIVO",,120.71,0,0,1,"","","",,
134208,1,"EFECTIVO",,30.76,0,0,1,"","","",,
134209,1,"EFECTIVO",,952.66,0,0,1,"","","",,
134210,1,"EFECTIVO",,475.42,0,0,1,"","","",,
134211,1,"EFECTIVO",,475.42,0,0,1,"","","",,
134220,1,"EFECTIVO",,27,0,0,1,"","","",,
134229,1,"EFECTIVO",,44.24,0,0,1,"","","",,
134230,1,"EFECTIVO",,102.79,0,0,1,"","","",,
134232,1,"EFECTIVO",,102.79,0,0,1,"","","",,
134233,1,"EFECTIVO",,44.24,0,0,1,"","","",,
134234,1,"EFECTIVO",,0,0,0,1,"","","",,
134235,1,"EFECTIVO",,0,0,0,1,"","","",,
134236,1,"EFECTIVO",,57.58,0,0,1,"","","",,
134237,1,"EFECTIVO",,57.58,0,0,1,"","","",,
134238,1,"EFECTIVO",,40.96,0,0,1,"","","",,
134240,1,"EFECTIVO",,40.96,0,0,1,"","","",,
134246,1,"EFECTIVO",,60.1,0,0,1,"","","",,
134247,1,"EFECTIVO",,60.1,0,0,1,"","","",,
134255,1,"EFECTIVO",,676.51,0,0,1,"","","",,
134258,1,"EFECTIVO",,264.04,0,0,1,"","","",,
134259,1,"EFECTIVO",,264.04,0,0,1,"","","",,
134261,1,"EFECTIVO",,80.12,0,0,1,"","","",,
134262,1,"EFECTIVO",,80.12,0,0,1,"","","",,
134264,1,"EFECTIVO",,125.51,0,0,1,"","","",,
134265,1,"EFECTIVO",,0,0,0,1,"","","",,
134266,1,"EFECTIVO",,88.21,0,0,1,"","","",,
134268,1,"EFECTIVO",,45.7,0,0,1,"","","",,
134269,1,"EFECTIVO",,125.51,0,0,1,"","","",,
134270,1,"EFECTIVO",,0,0,0,1,"","","",,
134271,1,"EFECTIVO",,0,0,0,1,"","","",,
134272,1,"EFECTIVO",,88.21,0,0,1,"","","",,
134273,1,"EFECTIVO",,45.7,0,0,1,"","","",,
134275,1,"EFECTIVO",,0,0,0,1,"","","",,
134281,1,"EFECTIVO",,54.84,0,0,1,"","","",,
134282,1,"EFECTIVO",,54.84,0,0,1,"","","",,
134286,1,"EFECTIVO",,53.56,0,0,1,"","","",,
134287,1,"EFECTIVO",,53.56,0,0,1,"","","",,
134288,1,"EFECTIVO",,215.62,0,0,1,"","","",,
134290,1,"EFECTIVO",,174.48,0,0,1,"","","",,
134291,1,"EFECTIVO",,215.62,0,0,1,"","","",,
134292,1,"EFECTIVO",,174.48,0,0,1,"","","",,
134293,1,"EFECTIVO",,301.32,0,0,1,"","","",,
134295,1,"EFECTIVO",,301.32,0,0,1,"","","",,
134296,1,"EFECTIVO",,85.97,0,0,1,"","","",,
134298,1,"EFECTIVO",,85.97,0,0,1,"","","",,
134299,1,"EFECTIVO",,0,0,0,1,"","","",,
134301,1,"EFECTIVO",,0,0,0,1,"","","",,
134303,1,"EFECTIVO",,10,0,0,1,"","","",,
134304,1,"EFECTIVO",,0,0,0,1,"","","",,
134306,1,"EFECTIVO",,48.7,0,0,1,"","","",,
134307,1,"EFECTIVO",,195.98,0,0,1,"","","",,
134308,1,"EFECTIVO",,157.87,0,0,1,"","","",,
134309,1,"EFECTIVO",,0,0,0,1,"","","",,
134310,1,"EFECTIVO",,157.87,0,0,1,"","","",,
134311,1,"EFECTIVO",,48.7,0,0,1,"","","",,
134312,1,"EFECTIVO",,10,0,0,1,"","","",,
134314,1,"EFECTIVO",,91.3,0,0,1,"","","",,
134315,1,"EFECTIVO",,91.3,0,0,1,"","","",,
134325,1,"EFECTIVO",,94.87,0,0,1,"","","",,
134327,1,"EFECTIVO",,94.87,0,0,1,"","","",,
134335,1,"EFECTIVO",,61.48,0,0,1,"","","",,
134336,1,"EFECTIVO",,61.48,0,0,1,"","","",,
134345,1,"EFECTIVO",,140.81,0,0,1,"","","",,
134346,1,"EFECTIVO",,393.8,0,0,1,"","","",,
134349,1,"EFECTIVO",,140.81,0,0,1,"","","",,
134350,1,"EFECTIVO",,6.55,0,0,1,"","","",,
134351,1,"EFECTIVO",,393.8,0,0,1,"","","",,
134353,1,"EFECTIVO",,248.72,0,0,1,"","","",,
134354,1,"EFECTIVO",,59.53,0,0,1,"","","",,
134355,1,"EFECTIVO",,6.55,0,0,1,"","","",,
134356,1,"EFECTIVO",,59.53,0,0,1,"","","",,
134357,1,"EFECTIVO",,248.72,0,0,1,"","","",,
134358,1,"EFECTIVO",,70.97,0,0,1,"","","",,
134359,1,"EFECTIVO",,70.97,0,0,1,"","","",,
134361,1,"EFECTIVO",,481.17,0,0,1,"","","",,
134363,1,"EFECTIVO",,0,0,0,1,"","","",,
134363,2,"DEBITO",,481.17,0,0,3,"","","",,
134366,1,"EFECTIVO",,129.77,0,0,1,"","","",,
134367,1,"EFECTIVO",,129.77,0,0,1,"","","",,
134369,1,"EFECTIVO",,178.9,0,0,1,"","","",,
134370,1,"EFECTIVO",,178.9,0,0,1,"","","",,
134371,1,"EFECTIVO",,52.21,0,0,1,"","","",,
134373,1,"EFECTIVO",,52.21,0,0,1,"","","",,
134375,1,"EFECTIVO",,222.81,0,0,1,"","","",,
134377,1,"EFECTIVO",,222.81,0,0,1,"","","",,
134379,1,"EFECTIVO",,59.9,0,0,1,"","","",,
134381,1,"EFECTIVO",,59.9,0,0,1,"","","",,
134385,1,"EFECTIVO",,0,0,0,1,"","","",,
134386,1,"EFECTIVO",,0,0,0,1,"","","",,
134389,1,"EFECTIVO",,100,0,0,1,"","","",,
134390,1,"EFECTIVO",,77.79,0,0,1,"","","",,
134391,1,"EFECTIVO",,77.79,0,0,1,"","","",,
134392,1,"EFECTIVO",,80.47,0,0,1,"","","",,
134393,1,"EFECTIVO",,80.47,0,0,1,"","","",,
134394,1,"EFECTIVO",,49.32,0,0,1,"","","",,
134396,1,"EFECTIVO",,49.32,0,0,1,"","","",,
134399,1,"EFECTIVO",,96.38,0,0,1,"","","",,
134400,1,"EFECTIVO",,96.38,0,0,1,"","","",,
134403,1,"EFECTIVO",,191.95,0,0,1,"","","",,
134404,1,"EFECTIVO",,191.95,0,0,1,"","","",,
134405,1,"EFECTIVO",,200,0,0,1,"","","",,
134406,1,"EFECTIVO",,127.01,0,0,1,"","","",,
134408,1,"EFECTIVO",,127.01,0,0,1,"","","",,
134409,1,"EFECTIVO",,0,0,0,1,"","","",,
134410,1,"EFECTIVO",,0,0,0,1,"","","",,
134411,1,"EFECTIVO",,0,0,0,1,"","","",,
134412,1,"EFECTIVO",,0,0,0,1,"","","",,
134413,1,"EFECTIVO",,0,0,0,1,"","","",,
134414,1,"EFECTIVO",,127.39,0,0,1,"","","",,
134415,1,"EFECTIVO",,127.39,0,0,1,"","","",,
134416,1,"EFECTIVO",,0,0,0,1,"","","",,
134417,1,"EFECTIVO",,71,0,0,1,"","","",,
134418,1,"EFECTIVO",,71,0,0,1,"","","",,
134423,1,"EFECTIVO",,153.72,0,0,1,"","","",,
